label,text
2,"- Pour le levain :    - ½ sachet de levure de boulanger - 2 cuillères à soupe d’eau tiède - 1 cuillère à café de farine - Pour la pâte :  - 400 g de farine - 1 cuillère à café de sel - 1 à 2 cuillère(s) à soupe de sucre (peut être vanillé) - 1 œuf - 60 g de beurre - 15 cl de lait tiède - Possibilité d’ajouter de la vanille, fleur d’oranger…- 1 kg de prunes (quetsches)"
1,- 1 sachet de crevettes cocktail décortiquées (300g) - 3 oeufs - 1 boîte de petits pois à l'étuvée (200g) - 5 tomates pelées au jus - 1 oignon - 1 cuillère à café bombée d'ail en poudre - 1 cuillère à café bombée de gingembre moulu - 1 cuillère à café bombée de cumin - 1 cuillère à café de sel - 1 cuillère à café bombée de curcuma - 1/4 de cuillère à café de piments vert écrasés - 500 g de riz basmati ou thaï
1,"- 500 g de boeuf haché - 800 g de petits pois - 150 g de becs d'oiseaux (petites pâtes en forme de pépins de melon) - 1 gousse d'ail - 1 échalote - 1 oignon - 1 oeuf - 1 bouquet de persil - safran - curcuma (facultatif) - sel, poivre - 1 noix de beurre"
0,"- 2 concombres - 150 g de fromage de chèvre assez sec (quantité selon le goût) - huile d'olive - sel, poivre - basilic"
2,- 125 g de cerneaux de noix moulus - 90 g de farine - 140 g de sucre - 140 g de beurre fondu - 100 g de sucre glace - 3 oeufs
2,- 50cl de lait entier - 60g de tapioca - 2 oeufs - 60g de sucre en poudre - 1 cuillère à soupe de chicorée liquide - 1 pincée de sel
0,- 2 mangues bien mûres - 1 oignon rouge - 1 bouquet de coriandre - sel/poivre si besoin
1,"- 1 boîte de 400 g de lentilles cuisinées- 7 jeunes carottes- 3 ou 4 tranches de tomates séchées aux herbes, coupées en petits morceaux- 2 belles échalotes- 3 fines tranches de lard fumé- 1 cuillère à café de thym- 2 cuillères à soupe d'huile de tournesol- 2 cuillères à soupe d'huile d'olive- 1 cuillère à soupe de vinaigre balsamique- 2 cuillères à café de moutarde- 1 cuillère à soupe de persil haché (ou herbes surgelées pour salade)- 2 œufs durs- Sel, poivre"
2,- 1 yaourt nature - 1 pot de yaourt d'huile - 2 pots de yaourt de sucre - 3 pots de yaourt de farine - 4 oeufs - 1 sachet de levure chimique - 3 sachets de sucre vanillé - 1 boîte moyenne de pêches au sirop
2,- 175 g de sucre poudre - 4 œufs - 125 g de banania à cuire  - 125 g de farine - 1 brique de crème (20 cl)
1,"- 880 g de poisson : espadon, thon, cœur de saumon, escolier noir (poisson beurre), filet de sabre, loup de mer - 3 tomates type Roma - 1 gousse d'ail - 3 cuillères à café de câpres rincées - 2 filets d’anchois à l’huile - 3 cuillères à soupe d’olives noires dénoyautées - 1 trait d’huile d’olive pour la cuisson - 1 petit verre de vin blanc - un peu d’origan - un peu de persil - un peu de basilic ciselé"
1,"- 1 pâte feuilletée - 3 belles tomates - 1 boîte de thon au naturel - 1 bûche de chèvre - 1 cuillère à soupe de moutarde - 3 oeufs - 3 cuillères à soupe de crème fraîche - un demi verre de lait - sel, poivre"
1,"- 250 g de coquillettes ou autres pâtes creuses - 100 g reste de poulet rôti + éventuellement un reste de sauce - 6 champignons de Paris  - 40 g de beurre - 40 g de farine - 50 cl de lait - 50 g de gruyère râpé - sel, poivre, muscade"
2,- 8 feuilles de brick - 80 g d'amandes concassées - 10 g de chapelure - 75 g de confiture d'abricots - 1/2 cuillère à soupe de kirsch (ou d'eau-de-vie de mirabelles - 40 g de beurre fondu - 12 mirabelles - sucre glace - 2 cuillères à soupe d'amandes effilées grillées
1,"- 4 tranches de roti de sanglier cuit (un reste par exemple)- 4 petits oignons de mulhouse- 1 gousse d'ail- sel, poivre,- huile d'olive- thym, laurier"
2,- 250g de chocolat noir - 3 oeufs - 150 g de sucre - 150 g de beurre - 50 g de farine - 6 rochers pralinés (type rocher Suchard ou autre) - 4 rondelles de banane
0,- 2 tranches de pain de campagne - 1 bol de béchamel épaisse - 1 gros oignon - 2 tranches de jambon fumé ou sec - 1 paquet de gruyère rapé - quelques rondelles de pomme de terre vapeur pour les gourmands
2,- Pour la pâte : - 250 g farine - 100 g de beurre - 3 g de levure  - 2 œufs (dont les blancs battus) - 1/2 cuillère à café de sel - 1/2 cuillère à soupe de sucre - Pour la crème : - 1.25 litre de lait - 90 g de sucre - 2 cuillères à soupe de farine - 2 cuillères à soupe de maïzena - 4 jaunes d'œufs - vanille
2,- 50 cl de lait 1/2 écrémé - 25 cl de lait de coco épais ou de crème de coco - 40 de sucre semoule - 40 g de sucre de canne (roux) - Facultatif : 1 cuillère à soupe de liqueur de coco - 100 g de noix de coco râpée - 40 g de fécule de maïs - 40 g de farine - 3 oeufs - une pincée de sel et une noix de beurre
1,- 3 kg d'entrecôte de taureau coupés en daube - 200 g de lard - 5 gousses d'ail - 1 bouquet garni - 2 clous de girofle - 1 morceau de zeste d'orange - 1 bouteille de on vin rouge - huile d'olive - 1 oignon - sel et poivre
1,- 1 kg de pommes de terre - 2 tranches de jambon épaisses - 1 oeuf - 1 sachet de gruyère râpé - 30 cl de lait - 70 g de beurre - 1 cuillère à soupe de farine - sel et poivre
1,"- 6 pavés de saumon - 500 g de champignons frais - 15 cl de crème fraîche épaisse - 2 oeufs + 2 jaunes - 1 cuillère à soupe de fécule de maïs - 1 cuillère à café de curcuma - 1 cuillère à soupe de ciboulette ciselée - 20 g de beurre - sel, poivre - Pour la pâte à crumble : - 100 g de farine - 1 cuillère à café de fumet de poisson - 1 cuillère à café de curcuma - 50 g de beurre en dés - 1 pincée de sel"
1,"- 4 pommes de terre moyennes - 2 oignons - 1 bûche de chèvre cendré - 40 cl de lait - 3 oeufs + 2 jaunes - 2 cuillères à soupe de fine chapelure - 60 g de beurre - 4 cuillères à soupe d'huile - 80 g de farine - sel, poivre"
1,"- 1 épaule d'agneau désossée - Pour la farce : - 4 gros champignons de Paris - 1 bouquet de persil - 2 oignons jaunes - 50 g de pignons - 1 poignée de boulghour fin - cumin, clou de girofle, piment de la jamaïque, mélange 5 épices - sel, poivre - 25 g de beurre"
1,- 500 g de pâtes fraîches - 2 bulbes de fenouil - 2 oignons - 4 gousses d'ail - 1 verre à moutarde de vin blanc sec - 1 verre à moutarde de bouillon de légumes - 4 cuillères à soupe de crème fraîche - 200 g de féta - poivre du moulin
1,"- 1 bonne poignée de haricots blancs (style St-Fiacre) - 5 grosses saucisses de porc - 3 carottes - 3 oignons - 5 belles pommes de terre - sel, poivre"
1,"- une pâte feuilletée - 4 belles tranches de saumon fumé - 100g de feta - 2 beaux chicons (endives) - 20 cl de crème fraîche - 2 oeufs - sel, poivre, aneth"
0,- 400 g de foie gras cru - 8 figues séchées (de belle taille) - 10 cl de miel - 10 cl de muscat - 5 cl de cognac - sel et poivre
2,- 250 g de farine - 1 cuillère à café rase de levure - 1 cuillère à café de sel fin - 10 cl d'huile - 10 cl d'eau chaude
2,- 5 poires - 1 pâte sablée déjà prête - 1 gousse de vanille bourbon - 3 oeufs - 3 cuillères à soupe de poudre d'amandes - 1 brique de 20 cl de crème fraîche - 100 g de sucre en poudre (sucre roux de préférence)
1,- 2 cuillères à soupe d'huile d'olive - 3 oignons hachés - 1 gousse d'ail émincée - 1 grosse boîte de tomates entières - 1 grosse pomme de terre coupée en dés - 1 cuillère à café de basilic séché - 1 cuillère à café de sauce Worcestershire - 1 pincée d'aneth séché - 250 g de filets de poissons coupés en morceaux (les poissons aux choix) - 250 g de crevettes - 500 g de moules nettoyées
1,"- 1 chapon (grosse rascasse rouge épineuse) de 1,500 kg  - 10 cl huile d'olive - sel, poivre - thym - quelques graines de fenouil"
1,- 8 noix de saint-jacques avec corail - 2 litres de moules - 1 citron - 2 échalotes - 5 brins de persil - 6 brins de cerfeuil - 1 jaune d'oeuf - 2 cuillères à soupe de crème fraîche - 20 g de beurre - 2 cuillères à soupe de porto - poivre - 10 cl de vin blanc sec
1,"- 1 boîte de thon à l'huile d'olive de 200g - spaghetti  - 1 gros oignon - 1/2 Boursin ail et fines herbes - 20 cl de crème liquide - quelques olives dénoyautées - 2 cuillères à souep de parmesan - 1 cuillère à soupe de concentré de tomates - sel, poivre - huile d'olive - ail  - persil"
0,- 10 feuilles de brick- 200 g de feta nature- 100 g de parmesan- 1 œuf + 2 jaunes d'œufs- 1 bouquet d'aneth fraîche
1,- 800 g d'épaule d'agneau coupée en morceaux - 2 citrons confits - 1 oignon - 1 cuillère à café de cannelle - 1 cuillère à café de ras el hanout - 1 bouquet de coriandre - 1 bouquet de persil - 12 pommes de terre - 2 cuillères à soupe d'huile d'olive - sel - poivre
0,- 1 pâte feuilletée roulée toute prête - 1 grosse boîte de thon naturel - 3 cuillères à café de moutarde forte - 4 cuillères à soupe de sauce basquaise (rayon sauce tomate) - quelques feuilles d'estragon - poivre du moulin - un peu de sel
0,- 1 chou brocoli  - 3 oeufs - 1 bûche de chèvre  - 25 cl de crème fraîche - sel/poivre - 1 pâte feuilletée
2,- 4 pommes - 3 poires - 250 g de cerises griottes - 2 bananes - sucre de canne
2,"- 20 cl de crème liquide à 30 % - 350 g de crème de marron - 12 biscuits à la cuillère - 20 cl de lait tiède sucré - 1 à 2 cuillères à soupe de rhum ou autre alcool (facultatif) - 1,5 feuille de gélatine - 1 cuillère à soupe de noix de coco râpée"
1,"- 4 pommes de terre - 6 carottes - 4 navets - 3 blancs de poireaux - 2 oignons - 3 verres de bouillon de boeuf - 1 bouquet garni - sel, poivre - 75 g de Beurre"
1,"- beurre - 4 blancs de volaille (dinde ou poulet)  - 2 oignons - 2 verres de bouillon de volaille (tout prêt)  - 2 cuillères à soupe de Dakatine (beurre de cacahuète)  - 1 cuillère à soupe de Massalé (épice qu'on trouve au rayon ""cuisines du monde"" dans les grandes surfaces ou dans les épiceries spécialisées) ou à défaut un peu de curry - sel, poivre, éventuellement un peu de piment oiseau (si vous aimez que ce soit relevé)  - riz Basmati ou Thaï (pour 4 personnes il faut à peu près 400 g de riz cuit)"
1,- 750 g d'échine de porc - 100 g de lard frais - 2 tablettes de pot-au-feu - 1 verre de bière - 2 cuillères à soupe de farine - 2 oignons - 1 gousse d'ail - 1 cuillères à soupe de sucre en poudre - persil haché - 1/2 verre de vinaigre de vin
2,"- 250 g de farine - 160 g de beurre, coupé en petits morceaux - 60 g de sucre (roux de préférence) - 1 cuillère à café de zeste de citron râpé - 1 œuf légèrement battu - Garniture à la ricotta : - 60 g de raisins secs hachés - 8 cl de marsala - 500 g de ricotta fraîche - 125 g de sucre roux - 1 cuillère à soupe de farine - 4 œufs, blancs et jaunes séparés - 12,5 cl de crème fraîche"
0,"- 3 oeufs - 150 g de farine - 1 sachet de levure - 10 cl d'huile - 12,5 cl de lait (entier de préf)  - 100 g de gruyère râpé - 3 oignons - 1 noisette de beurre demi-sel - 1 cuillerée à soupe d'huile - 1 cuillerée à soupe de crème épaisse - 3 pincées de sel - 1 pincée de poivre"
2,"- 125 g de beurre fondu - 100 g de sucre en poudre soit 6,5 cuillères à soupes ""doseur"" de la MAP - 3 oeufs battus - 150 g de macédoine de fruits confits - 80 à 100 g de raisin secs - 1,25 cuillère à soupe ""doseur"" de rhum brun - 1 pincée de sel - 200 à 210 g de farine type 55 soit 1,25 bol doseur de la MAP - 1,25 cuillère à café ""doseur"" de levure chimique - 1 sachet de thé parfumé à l'orange"
1,- 800 g d'épaule de veau en morceaux - 70 g de beurre - 4 tranches de bacon - 5 cl de vermouth blanc - 15 cl de bouillon - 1 cm de gingembre frais râpé - sel et poivre
2,- 225 g de beurre - 350 g de sucre en poudre - 4 oeufs - 125 g de farine - 75 g de cacao en poudre - 1 cuillère à café d'extrait de vanille - 1/2 cuillère à soupe de levure - 100 g de toblerone
2,- 4 kiwis - 1 banane - 2 yaourt nature sucré (au sucre de canne) - lait - 1 sachet de sucre vanillé - 1 cuillère à café d’extrait d'amande amère
1,"- 4 belles christophines - 300 g de viande hachée - 2 cuillères à soupe d'oignons en pot - 1/2 brique de béchamel - quelques tranches de mozzarella - sel, poivre, persil"
1,- 1 pâte brisée toute prête - 1 belle courgette - 1 grosse tomate - 1 boîte de thon au naturel - 2 oeufs - 7 cl de lait - 5 filets d'anchois - 1 oignon - sel et poivre - huile d'olive - herbes de Provence
0,"- 1 boîte de piments doux de pequillo (pimientos del pequillo)  - 200 g de brandade de morue - 30 à 40 cl de crème fraîche épaisse - 1 citron - sel, poivre - huile d'olive - pics en bois"
1,"- tagliatelles fraîches - coquilles Saint-jacques - 1 verre de Gewurztraminer - 1 pot de crème fraîche épaisse - 2 oignons jaunes - sel, poivre, 1 noix de beurre"
2,- 40 cl de crème fraîche liquide - 1 grosse boîte d'ananas au sirop - 3 cuillères à soupe bombées de sucre - 3 cuillères à soupe bombées de poudre de lait écrémé
2,- 4 oeufs entiers - 120 g de sucre en poudre - 100 g de farine - 1 sachet et demi de levure chimique - 120 g de beurre doux - 350 g de crème de marrons vanillée - 5 à 6 cuillères à soupe de rhum vieux (ou ambré)  - 3 cuillères à soupe d'amandes effilées (facultatif)
2,- 4 oeufs - 250 g de sucre - 250 g de farine - 125 g de beurre - 1/10 l de lait - 1/2 sachet de levure
1,- 3 ou 4 daurades écaillées et vidées - 2 mangues (ou une boîte)  - une boîte de lait de coco - du citron - de l'huile d'olive - herbes selon votre goût - du riz pour accompagner - du papier d'alu !
2,- 500 ml de lait 1/2 écrémé - 10 g de café instantané - 80 g de sucre - 60 g de chocolat noir - 4 oeufs - facultatif : cannelle en poudre
0,"- Pour ""Paris""  - 1 barquette de 250 g de champignons de Paris - 200 g d'allumettes de jambon blanc - Crème fraîche épaisse - Ciboulette - Jus de citron - Sel et poivre - Pour ""Brest"" - 1 grande tranche de pain de campagne par personne - 1 boîte de sardine à l'huile d'olive - 125 g de beurre"
1,- 300 g de polenta (1 volume de polenta pour 3 volumes d'eau) - 4 saucisses de Savoie (diots)  - 1 cuillère à soupe d'huile - 2 échalotes - 1 verre de vin blanc sec
2,"- 1 boîte de lait concentré sucré - 150 g de ""digestive biscuits"" (à défaut des spéculoos ou des petits beurres) - 100 g beurre demi-sel - 3 bananes mûres - 250 g mascarpone - 100 g sucre - 1 cuillère à café d'essence de vanille - 2 blancs d'œuf"
2,- 100 g de chocolat blanc à pâtisser - 3 œufs - 100 g de sucre - 75 g de beurre - 50 g de farine - 75 g de framboises (30 framboises) - moules en silicone pour muffins
2,- 2 l d'eau - 6 citrons (= 350ml de jus) - 3 bâtons de cannelle - 50 cl de sucre - 1 cuillère à soupe de colorant alimentaire jaune
2,- 3 oranges peu acides (ou 1/4 de litre de jus)  - le zeste d'une orange - 3 cuillères à soupe rases de Maïzena (soit 20 g)  - 100 g de sucre - 3 oeufs
0,"- 300 gr filet de saumon - 300 gr filet de merlan (ou cabillaud) - 3 œufs	 - 30 gr crème fraîche - 60 gr mie de pain trempée dans lait et pressée - 2 petites carottes, 1 courgette (non épluchée), 1 tomate, persil - Sel, poivre"
2,- 5 oeufs - 5 cuillères à soupe de sucre - 5 cuillères à soupe de crème fraîche - 1 paquet de sucre vanillé - 1 sachet de petites meringues - caramel liquide
1,"- 4 côtelettes de mouton - 600 g de pommes de terre - 200 g de carottes - 2 courgettes  - 1 oignon - 8 à 10 figues  - 1/2 l d'eau - 1 cube de bouillon - 50 g de raisins secs - 1 cuillère à soupe de miel - 1 morceau de gingembre frais - 1 ou 2 cuillères à café de cumin - huile d'olive, sel, poivre"
0,- 6 crêpes - 8 tranches de saumon fumé - 1 pot de fromage grec - 1 grosse boîte de thon - 1 sachet de miettes de crabe - 400 g de crevettes - 2 grands bols de mayonnaise (faite maison) - 10 oeufs durs
2,- 100 grammes de sucre - 1 sachet de sucre vanillé - 3 oeufs - 250 grammes de mascarpone - 6 à 8 kiwis (selon la taille) - 1 brownie (on en trouve en boîte dans tous les upermarchés) - -Pralin (type Vahiné) pour la déco
1,"- 200 g pâtes (tortis, coquillettes...) - 4 tranches de fromage à fondre pour croque-monsieur - 20 cl de crème fraîche - 1 jaune d'oeuf"
1,- 4 blanc de poulet - 5 morceaux de sucre - une brique de 20 cl de vin blanc - sel - poivre - 4 clous de girofle ou bois d'âne - 1 gousse d'ail pressée - 1 oignon émincé - 1 échalotte émincée - thym - laurier - 1 jus de citron - 1 cuillère à soupe de miel si vous voulez le sucrer un peu plus
2,- Pour la génoise : - 250 g de chocolat noir 50% - 6 oeufs - 100 g de farine - 1 sachet de levure - 125 g de beurre - 4 cuillères à soupe de miel liquide ou 4 de sirop d'agave - Pour le nappage : - 125 g de chocolat noir 70% - 3 cuillères à soupe de crème fraîche épaisse - Pour la garniture : - 350 g de coulis de framboises (et non de la confiture car c'est trop sucré)
2,"- Pour le pâton (base du gâteau) : - 1,5 cube de levure à fermentation naturelle - 20 cl de lait - 125 g de farine - 200 g de sucre - 1/2 verre d'eau tiède - Pour le contenu du gâteau : - 5 cl d'huile - 3 oeufs - 250 g de farine - 200 g de sucre - 1 sachet de levure chimique - 2 cuillères à café de cannelle - 200 g de fruits secs (raisins secs, noix, etc...) - 1 grosse pomme"
2,- 5 pommes golden - 90 g de farine blanche - 90 g de cassonade ou sucre blond + 2 cuillères à soupe pour les pommes - 90 g de beurre pommadé + 25g pour les pommes - 45 g de poudre d'amande - 1 cuillère à café de cannelle en poudre - 1 tasse de crème liquide
1,"- 1 poulet fermier de 1,6 Kg à 2 Kg - 150 g de navets - 250 g de carottes taillées en grosse julienne (cubes) - 250 g de petits oignons dits grelots - 25 cl de sauternes - 1 bouillon de volaille - 50 cl d'eau - 4 cuillères à soupe de miel mille fleurs - 150 g de beurre - 50 g d'huile - sel, poivre - 250 g de pâtes fraîches - 2 dl de crème fraîche - quelques feuilles de basilic (facultatif)"
1,- 360 g de riz Carnaroli - 80 g de mortadelle de Prato en une tranche - 1/3 oignon rouge haché - 1 l de bouillon de bœuf - 10 cl de vin blanc sec - 40 g de beurre - 50 g de parmesan râpé - 1 citron vert - 3 branches de romarin - 1 pincée de sel - 1 pincée de poivre
1,- 1 petit poulet ou même 3 ou 4 escalopes de poulet - 350 g de riz - 1 cube de bouillon de poule
2,- 75 cl de lait - 30 cl de crème liquide - 250 g de riz rond - 1 sachet de sucre vanillé - 50 g de sucre en poudre - 1 tablette de chocolat à cuire
1,- 500 g de gras double cuit à acheter chez le charcutier - 3 beaux oignons blancs - 37.5 cl de vin blanc de Mâcon - sel poivre - 5 cl de vinaigre de vin rouge - 1 cl de vinaigre balsamique
0,- 1 oeuf - 1 tranche de pain de mie (ou de brioche) - 1 tranche de jambon - 1 tomate - 1 cuillère à soupe de gruyère râpé
0,"- 1,5 kg de fèves écossées - 1 citron - 10 cl d'huile d'olive - 20 cl de crème fraîche - 1 botte de menthe fraîche - sel et poivre"
1,"- 4 tranches de jambon blanc - 6 poireaux moyens - 1 morceau de parmesan à râper - 20 cl de lait de coco  - épices (sel, poivre, curry, piment d'espelette)"
1,"- 500 g de tagliatelles - 250 g de champignons de Paris - 1 échalote - 50 cl d'eau  - 15 cl de crème fraiche entière 30%  - 100 g de mascarpone - 1 cuillère à soupe de ciboulette ciselée - sel, poivre"
2,- 1 boîte de lait concentré sucré (400g) - 4 oeufs - 1 boîte de lait de coco (20 cl) - 125 g de poudre de coco - 1 cuillère à café de cannelle
1,"- 8 filets de sole - 4 tranches de saumon fumé - 4 poireaux fins - 10 cl vin blanc sec - Pour la sauce : - 1 carotte - 1/2 gousse d'ail - 1 oignon - 2 cuillères à soupe d'huile d'olive - 3 cuillères à soupe de genièvre - 10 cl de gueuze (ou autre bière, à défaut) - 1 échalote - 1 cuillère à soupe de concentré de tomate - 20 cl de fonds de volaille - 10 cl de crème - 50 g de beurre - 12 écrevisses cuites"
2,- 800 g de farine - 250 g de beurre 1/2 sel - 20 cl de lait - 100g de sucre en poudre - 7 oeufs 60/65 ou 8 50/55 - 40 g de levure sèche - 15 g de sel fin - rhum (facultatif) - 8 cl d'eau de fleur d'oranger - huile de friture
2,- Pour les flans individuels: - 5 oeufs - 100 g de sucre en poudre - 5 cuillères à café de miel montagnard - 50 cl de lait - 5 brins de lavande fraîchement cueillis - Pour le coulis de fruits rouges: - 500 g de framboises (1 sachet de fruits rouges congelés par exemple) - 20 g de sucre en poudre - 1 cuillère à soupe de rhum
1,- 2 tasses de quinoa - 1 gros oignon - 1 gros bouquet de persil - 1 oeuf - 2 cuillères à soupe de farine - huile - sel et poivre
1,"- 4 cuisses de poulet - 2 oignons - 2 bananes - 2 pommes - 1 boîte moyenne de concentré de tomate - 1 gousse d'ail - une cuillère à soupe de margarine - curry - sel, poivre,"
1,"- 3 paquets de 8 galettes de blé natures pour fajitas - 6 steaks hachés ou du «haché pour bolognaise» (plus facile à émietter) soit 600 g - haricots rouges (2 grandes boîtes, soit 1 kg) - 1 boîte de tomates pelés en dés (400 g) - 200 g de fromage blanc 0% - 150 g de fromage râpé - 1 sachet de coeur de laitue - 1 poivron rouge - 1 poivron jaune - 3 avocats bien mûrs  - 2 oignons - jus de citron - paprika - cannelle - sel et poivre du moulin - Pour le guacamole : - 3 avocats bien mûrs écrasés à la fourchette - 1 cuillère à café de jus de citron - 2 cuillères à café d'épices pour guacamole «old season mix»"
1,- 4 cuisses de poulet - 1 gros oignon - 1 citron et demi (non traité) - un petit pot d'olives vertes dénoyautées - 4 gousses d'ail - une branche de thym - un peu de piment de cayenne en poudre - 1 bouillon cube aux épices
1,"- 700 gr de haché porc et boeuf - 175 gr d'oignons - 350 gr de carottes - 350 gr de pommes de terre à chair ferme - 150 gr de céleri branche - 180 gr de haricots beurre - 70 gr de concentré de tomate - 1,5 l d'eau - 2 cubes de bouillon de poule - 1 bonne cuillère à café de 4 épices - maïzena - huile d'olive - sel et poivre"
2,- 100 g de chocolat dessert - 340 g d'ananas au sirop (égoutter)  - 100 g de sucre - 100 g de farine - 100 g de beurre - 2 oeufs - 1 sachet de sucre vanillé
0,"- 300 g de saumon fumé en tranches - 1 petite boite de maïs - 8 oeufs de caille cuits - 150 g de crème fraiche - le jus d'1 citron - 3 cl de vodka - 4 belles feuilles de salade - 10 feuilles de basilic - Sel, poivre."
1,"- 1 faisan - 100 g de beurre - quelques feuilles de sauge - 30 cl de vin blanc doux - 10 cl d'eau de vie (prune, genièvre ou Calvados) - 2 cuillères à soupe d'huile - 15 échalotes - 200 g de jambon de pays - 1 cuillère à soupe de farine - 3 tranches de pain de mie - persil"
1,"- 8 oeufs - 5 cl de lait - 2 oignons - 100 g de lardons - 10 tomates séchées - 2 cuillères à soupe d'huile d'olive - 2 poivrons (un rouge et un jaune) - sel et poivre - basilic, thym, romarin, persil - curry et paprika en poudre"
2,"- 2 oeufs - 2 dl de sucre - 1,5 dl de farine sans gluten (supermarchés, rayon diététique) - 1 dl fécule de pomme de terre - 1 cuillère à café de sucre vanillé - 2 cuillères à café de levure sans gluten - 1 dl d'eau chaude"
2,- 6 bananes - 75g de beurre - 30g de sucre semoule
1,"- 6 poivrons (2 rouges, 2 verts, 2 jaunes, pour colorer votre plat) - 200 g de feta - Quelques tomates cerises (1/2 boite basique) - 1 gros oignon - Huile d’olive - Herbes de Provence, sel, poivre"
0,"- 1 saucisse de Morteau - 5 oeufs - 20 cl de vin blanc - 10 cl d'huile - 250 g de farine - 1 sachet de levure chimique - 150 g de comté râpé - sel, poivre"
0,"- 1 tourteau (ou 1 boîte de crabe) - 500 g de gambas - 6 oeufs entiers - 70 g de concentré de tomate - 410 g de lait concentré non sucré - sel, poivre"
1,- 400 g de macaronis - 150 g de fromage râpé - 15 cl de crème fraîche épaisse - 1 œuf - 1 boîte de tomates pelées - 1 aubergine - 1 poivron rouge - 1 oignon - 1 gousse d'ail - 1 cuillère à café d'herbes de Provence - 2 cuillères à soupe d'huile d'olive - beurre - sel - poivre
2,- 150 g de crème entière - 200 g de pâte à tartiner au chocolat - 100 g de crème
1,"- 800 g de sauté de porc- 1/2 boîte de mangue au sirop (soit environ 250 ou 300 g)- 1 cuillère à soupe de farine- 2 cuillères à café de fond de veau- 1 oignon- 30 g de beurre- sel, poivre"
1,"- 8 knackis - 250 g de blé - 150 g de haricots verts surgelés - 3 cuillères à café de curry - 1 oignon - 3 cuillères à soupe de crème fraîche - 1 bouillon cube - 1/2 litre d'eau - ail - basilic - sel, poivre"
1,- 4 filets de limande surgelés - 20 g de beurre - 1 pincée de piment d'Espelette en poudre - 1 branche de Romarin - 2 gressins au Romarin
1,- 4 escalopes de poulet - 2 cuillères à soupe de miel - 4 cuillères à soupe de moutarde à l'ancienne - 1 oignons - 1 gousse d'ail - basilic - huile d'olive - sel - poivre
2,- 2 pâtes brisées du commerce - 6 bananes - 2 compotes pommes - bananes - 1 cuillerée à soupe du sucre (de préférence roux) - 1 cuillerée à café de cannelle - 1 jaune d'oeuf - 1 cuillerée à café du lait ou de l'eau
1,- 200 g de feta marinée aux herbes - 4 courgettes - 8 oeufs - 15 cl de lait - 2 cuillères à soupe d'huile d'olive - 1 cuillère à café de curcuma - 2 gousses d'ail - sel et poivre selon votre goût
2,- 200 g de brioche rassis - 3 oeufs - 10 cl de lait 1/2 écrémé - 40 cl de lait de coco - 1 sachet de sucre vanillé - 100 g de sucre roux - 2 pommes - 1/2 cuillère à café de poudre de cannelle
2,- 150 g de spéculoos - 75 g de beurre fondu - 400g  de fromage frais (type Philadelphia nature) - 220 g de sucre - 1 cuillère à soupe de jus de lime - 1 cuillère à soupe d'extrait de vanille - 4 oeufs - 30 cl de crème fraîche
1,"- 1 chou-fleur - Pour la sauce : - 3 échalotes - 25 g de beurre - 1 cuillère à soupe de paprika - 200 g de crème fraîche - 1/2 bouquet de ciboulette ciselée - sel, poivre"
0,- 500 g de champignons blancs - 6 tranches de jambon cru - 6 portions de vache qui rit - 2 oeufs - 2 échalotes - 1 briquette de crème liquide
1,"- 500 g de carottes - 500 g de pommes de terre - 2 oignons - quelques noisettes de beurre - 2 oeufs - 10 cl crème fraîche - 50 g de gruyère râpé - noix de muscade - sel, poivre"
0,"- 2 cuillères à café de mélange '4 épices'  - 10 g de sel - 4 g de poivre  - 700 g de gorge de porc (ou à défaut, de l'épauule) - 300 g de graisse d'oie (ou de canard ou saindoux, qui est encore moins cher) - 1l d'eau"
1,"- 2 pâtes brisées - 300 g de bourguignon - 300 g de chair à saucisse - 300 g d'escalope de veau ou de dinde - 3 oeufs - 1 gros oignon - 3 gousses d'ail - 1 verre de vin blanc (sec) - 15 biscottes - persil, sel poivre"
1,"- pommes de terre ""primeurs"" (chair ferme)  - crème fraîche  - fromage HALLAMI PITTA (100 g par personne - Delhaize). A défaut, la feta fera aussi l'affaire.  - saumon fumé (100-150 g par personne)  - aneth fraîche - huile d'olive - graines de poivre vert fraîches (1 petit bocal)"
2,- 200 g de farine - 50 g de sucre  - 50 g de sucre roux - 100 g de beurre fondu - 1 œuf - 1 sachet de sucre vanillé  - 1/2 sachet de levure - Toblerone en morceaux
2,- Pour la pâte : - 300 g de farine - 150 g de beurre - 150 g de sucre - 2 jaunes d'oeuf - 1/2 paquet de levure chimique - 1 jus de citron - 1 cuillère à soupe de Cognac - Pour la crème pâtissière : - 50 g de farine - 1 oeuf entier - 2 jaunes d'oeuf - 1/4 de litre de lait - 20 g de beurre - 25 g de sucre - Pour la crème du gâteau : - 125 g de beurre - 125 g de poudre d'amandes - 125 g de sucre glace - 1 cuillère de maïzena - 1 oeuf - 2 gouttes d'extrait d'amande amère
2,- 100 g de chocolat noir à pâtisser - 150 g de pain d'épices - le jus d'une orange - 2 oeufs
2,- 4 kiwis - 1 oeuf + 1 jaune    - 130 g de crème fraîche  - 130 g de farine + 1 cuillère à soupe  - 60 g de beurre  - 80 g de poudre d'amandes  - 50 g de sucre + 1 pincée + 1 cuillère à soupe - 1 pincée de sel
