label,text
1,Bami
1,Saucisses grillées au cumin et aux herbes
0,Sorbet à la bière
0,"Yaourt concombre, persil et coriandre"
2,Gaufres Marie Madeleine
1,Blanquette de veau à la St Feuillien
2,Petits fours à l'anis
1,"Cocotte de poisson aux petits légumes, ciboulette et paprika"
1,Poulet en cocotte aux petits pois carottes
1,Lapin alla marchigiana
2,Mousse au chocolat blanc parfumée
1,Gratin d'aubergines à la provençale
1,Poêlée de courgettes au jambon
1,Lapin aux pruneaux de ma Maman
2,Flan aux poires en deux temps
2,"Crêpes pour polyallergiques (sans oeuf, sans lactose, sans gluten et sans arachide)"
2,Pâte brisée de mon grand-père
1,Escalopes de veau lyonnaises
0,Quiche saumon champignons
1,Soupe chinoise au porc et aux ravioles
1,"Risotto aux moules, crevettes et calamars"
1,Gratin de poisson et purée de courgettes
0,Tomates au chèvre surprise
2,Tarte facile aux framboises acidulées
2,Gâteau fourré à la marmelade d'orange
0,Tartelettes aux magrets de canard et aux champignons
2,Tartelettes chocolat blanc framboise
0,Soupe aux courgettes et pois chiches
1,Haricots verts à l'albigeoise
1,Pilons de poulet en croûte de pain
1,"Pâtes au poulet fumé, tomates et courgettes"
2,Tarte crumble Nutella banane et sa pâte sablée à la noisette
1,Cuisse de lapin en papillote
0,Petits pains au jambon et au brie
1,Casserole de viandes hachées aux poireaux
2,Charlotte au chocolat à tartiner
0,Cake surimi-curry
1,Merlans farcies au fromage blanc et aux herbes
0,"Bouchées feuilletées crabe, crevette et asperge au lait de coco"
1,Potée au chou rouge
1,"Lasagnes au saumon, courgettes et mascarpone"
1,Lasagnes à la crème au citron
1,Gratin de courgettes au thon
2,Chinois alsacien aux noisettes (brioche)
0,Avocats à la sardine
2,Gateau fraîcheur aux pommes
0,Rillettes de thon au poivre vert
2,Sorbet à la mûre
1,Pizza au poulet fumé et aux légumes du Soleil
2,"Limousin : marron, amande et chocolat"
2,Pommes cannelle express (micro-ondes)
0,Salade de penne aux sardines
1,Pâtes aux saveurs de l'Orient - de Béjaïa en Algérie
2,Gâteau d'anniversaire château fort
1,Soupe de poulet et aux petits legumes
2,Tarte grand-mère
0,Salade de pommes de terrre ultra simple
0,Chausson de confit de canard à l'orange
1,Pains aux herbes
2,Salade d'ananas à la rose
1,Pizza à l'aubergine et à la pancetta
2,Banane dans le peignoir
2,Figues farcies de crème aux amandes
1,Tarte aux oignons à la Schaffhousoise
2,Glace nata
1,La tentation de Janssons (Janssons fretelse - recette suédoise)
1,Spare ribs au Coca
0,Salade aux lardons et champignons farcis
2,"Gâteau léger pommes, miel et amandes"
1,"Conchiglie au persil, ricotta et tomates"
1,Pâtes au thon
0,Salade de boulgour à l'orange
1,"Poulet à la moutarde, à l'estragon et aux champignons"
0,Pâté de lapin truffé cuit en croûte
1,Escalope de veau à l'oseille
0,SALADE DE POULET EN CHIFFONNADE
0,Coupe tomate fraiche citronnée
0,Terrine de foie gras de canard porto/armagnac
2,Macaron géant framboise/litchi/rose - presque un Ispahan
1,Daube de poulpe aux carottes et tomates rapide
1,Veau aux poireaux et raisins secs
0,Tourte aux grenouilles
1,Spaguetti polpette
1,Gratin de pâtes méli-mélo
2,Le Broyé du Poitou sans oeuf - Recette de grand-mère
2,Galette comtoise
2,Cake Merano (café)
1,Poulet rôti à la gelée et au vinaigre de cidre
0,Rillettes de faisan
1,Crevettes panées au fromage blanc
1,"Tarte courgettes, carottes et poulet"
2,Oeufs au lait (Portugal)
2,Compote pommes - bananes à la cannelle
1,Navettes spéciales à l'oignon
1,Poulet aux écrevisses
2,Caladois
0,Salade de tomate à la crème
0,Thoïonnade
2,Gâteau poires et mousse chocolat éton’ «Nantes »
1,Escalope de volaille au livarot
1,Gratin de fruits de mer simplissime
0,Tarte au crabe et aux avocats
1,Poulet aux oignons et aux raisins secs
2,Tarte aux fraises et au vinaigre balsamique
0,Flan aux moules
2,Gratin de pommes aux amandes
2,Roses des sables (sans végétaline)
2,Charlotte au chocolat blanc et lait concentré sucré
2,Bourdin normand
2,Gâteau Balthazar
1,Coquelet aux courgettes et pommes de terre
1,Poisson sauce tomate-légumes
0,Involtini (roulés) crevettes saumon fumé et courgettes
2,Croustade aux Pommes (Gascogne)
2,Tarte litchi chocolat
0,Salade de légumes au fromage blanc
2,Fromage blanc aux pommes
0,Tarte tomate à ma façon
1,Farfalles aux jambon et petits pois
2,Loukoumades
1,Soupe du pot-au-feu
2,Gâteau à l'huile d'olive d'Hélène
1,Farfalles mozzarella basilic
1,Gratin de potimaron
1,Tarte mozza jambon cru
1,Moussaka au mouton
1,Parmentier à la ratatouille
1,Fondue de légumes et petits lardons
1,Tartiflette ameliorée
1,"Mâche aux foie gras, aux crevettes et aux pommes"
1,Gaspacho oranais
2,Petit pot indien (crème brûlée indienne)
1,Saint Jacques exotiques aux mangues
1,Couche-couche (Louisiane)
1,Ragout de lapin aux haricots rouges
1,Vinaigrette sans huile
1,Chicken pie au curry
1,"Poulet aux noix de cajou, spécial Wok"
2,Mascarpone aux amandes
1,Lapin en papillote
2,Charlotte aux rondelles de bananes et aux raisins secs
0,Râgout aux oeufs et aux pommes de terre
0,Soupe à l'oignon aux pignons
2,Pain perdu aux framboises
1,Sauté de boeuf express
1,Gratin bleu
1,Filet mignon de porc sauce barbecue (et épis de maïs)
1,Canja
2,Ma tarte au miel
1,Bananes au jambon et béchamel au curry
0,Flan au saumon et à la bisque de homard
1,Médaillons de porc à la provençale
1,Kebsa (plat saoudien de riz à la viande)
0,Blinis de courgettes et aubergines à l'ail
1,Poulet marengo de Charlotte
1,Poulet au riz tonkinois
0,Saucisse de Morteau en brioche
2,Tarte à la vergeoise
2,"Tarte à l'ananas, au coco et au citron vert"
0,Tourte au jambon et fromage de chèvre
1,Curry de poulet au parmesan
2,Fondue de fruits au chocolat
2,Eclairs au chocolat (rapide)
1,Lasagnes d'andouillettes à la fondue de poireaux
1,Médaillons de lotte aux agrumes
1,Coquelet au citron et aux noix
0,Soupe d'automne orangée
2,Super moelleux au chocolat pour gourmands et intolérants au gluten
0,Emincé de fenouil au thon
2,Crumble aux poires vanillées
1,Quiche des dimanches soirs
2,Tarte aux prunes de mes aïeux (pâte brioché)
1,Riz cantonnais à la créole
1,Boulettes de boeufs aux becs d'oiseaux et petit pois
0,Concombre au fromage de chèvre
2,Gâteau de noix
2,Crème Sultane
0,Salade fraiche de mangue
1,Salade de lentilles à la tomate séchée et au lard
2,Gâteau au yaourt aux pêches au sirop
2,Gâteau au banania rapide
1,Poisson à la méditerranéenne
1,Quiche thon chèvre tomate
1,Timbale milanaise au poulet (pour accomoder les restes)
2,Tartelettes pétales aux mirabelles
1,Parmentier de sanglier
2,Moelleux au chocolat et son rocher praliné
0,Tartine au jambon fumé et béchamel
2,Tarte à gros bords (nord de la France)
2,Moelleux coco
1,Gardiane de taureau
1,Purée gratinée au jambon
1,Crumble saumon champignons
1,Clafoutis de pommes de terre au chèvre cendré
1,Épaule d'agneau farcie à l'orientale
1,Pâtes au fenouil et à la féta
1,Le véritable Friko Coco breton (haricots blancs saucisses)
1,"Tarte au saumon fumé, feta et chicons"
0,Foie gras frais aux figues
2,Pâte à tarte minute
2,Tarte Amandine aux Poires
1,Bouillabaisse
1,Chapon rôti au four (poisson méditerranéen)
1,Coquilles Saint-jacques au porto
1,"Pâtes au thon, olive et boursin"
0,Samoussa à la feta et au parmesan
1,Tajine d'agneau aux citrons confits (facile)
0,Feuilleté au thon basquaise
0,Flan aux brocolis et chèvre
2,Salade de fruits frais façon été
2,Bûche légère aux marrons
1,Rata
1,Volaille à la Dakatine
1,Carbonnade de porc au vinaigre
2,Cheesecake sicilien
0,Cake aux oignons super bon
2,Cake aux fruits à la MAP
1,Sauté de veau au bacon et gingembre
2,Gâteau au toblerone
2,Le milkshake kiwi-banane d'Ambre
1,Gratin de christophines
1,La tarte salée ensoleillée
0,Pequillos (Piments doux farcis à la morue)
1,Tagliatelles St jacques et Gewurztraminer
2,Ananas glacé
2,Gâteau à la crème de marrons
2,Biscuit Flamand
1,Papillotes de daurade à l'australienne
2,Crème Brésilienne
0,Paris-Brest salé
1,Polenta à la savoyarde
2,Banoffee Cheesecake
2,Mi-cuits chocolat blanc et framboise
2,"Granité aux citron espagnol dit ""agua limon"""
2,Mousse à l'orange
0,Terrine aux 2 poissons et petits légumes
2,Meringue glacée
1,Tajine de mouton aux pommes de terre et figues
0,Mille-feuilles marin
2,Tiramisu brownie-kiwi
1,Pâtes au fromage à fondre
1,Poulet caramel façon carole
2,Gâteau au chocolat sans sucre au coulis de framboises
2,Hermann
2,Crumble pommes/amande/cannelle du chef
1,Poulet au miel mille fleurs et au Sauternes
1,Risotto à la mortadelle de Prato et aux parfums de citron et de romarin
1,Riz au gras (afrique)
2,Riz au lait au chocolat crémeux
1,Gras double sauté aux oignons confits à la lyonnaise
0,Oeufs sur le canapé
0,Fèves à la menthe et à la crème
1,Roulés poireaux jambon parmesan
1,Tagliatelles aux champignons et au mascarpone
2,Muffins coco façon Océane
1,Roulade de filets de sole sauce à l'écrevisse
2,Bottereaux
2,Petits flans à la lavande sur lit de fruits rouges
1,Galettes de quinoa au persil
1,Poulet au curry
1,Tortillas au chili con carne
1,Poulet aux olives et au citron
1,Mon ragout
2,Fondant choco-ananas
0,Salade de saumon sauce vodka
1,Faisan à la sauce aux échalotes et au vin blanc
1,La tortilla espagnole de Lulu
2,Sockerkaka / gâteau sans gluten (Suède)
2,Bananes Frites
1,Feta tigagnito
0,Cake salé à la saucisse de morteau (Franche-Comté)
0,Pain de crabe
1,Gratin de macaronis à la provençale
2,Mousse glacée à la pâte à tartiner au chocolat
1,Sauté de porc à la mangue
1,Curry de knackis au blé
1,Limande aux gressins romarin
1,Brochettes de poulet marinées au miel et à la moutarde à l'ancienne
2,Tarte aux bananes et compote pomme banane
1,Clafoutis de courgettes à la feta
2,Pudding au lait de coco et aux pommes
2,Tarte au fromage et spéculoos
1,Chou-fleur sauce échalote/paprika
0,"Chapeau ! les champignons ""qui rit cru"""
1,Gratin de purées de carotte et pomme de terre
0,Rillettes de porc
1,Pâté  à la viande
1,Tartiflette chypriote
2,Cookies aux pépites de Toblerone
2,Gâteau Basque
2,Terrine de pain d'épices au chocolat et à l'orange
2,Tarte amandine aux kiwis
0,Bar aux langoustines tuilé de pommes de terre
1,Oeufs farcis à la bechamel
1,Travers de porc au citron
1,Gratin de blettes au bacon
1,Blanc de poulet pané
1,Cabillaud aux olives
1,Gratin de butternut au chèvre
1,Panini chorizo-chèvre
1,Pôtée de potiron au jambon et au miel
2,Meringué rennais
1,Coquelet en papillote
0,Croustillants de filets de rouget
1,Tripes à la Portugaise
0,Galettes aux champignons frais et saumon
2,Crème glacée d'orange au grand-marnier
0,Oeuf farcie aux champignons
1,Emincé de dinde à la crème de safran
1,Pâtes à la courgette
2,Glace illusion au citron
2,Roulé des Tropiques
0,Salade de boeuf roumaine
1,Quiche surimi poireaux
1,Brochettes de l'Aïd el Kabir de Fès
2,Muffins carottes - cannelle faciles
1,"Pâtes ""fond de frigo"" au jambon et fromage de chèvre"
2,Gâteau de crêpes
0,Salade de mâche et lardons
1,Crêpes à la suisse
1,Rôti de porc sucré/salé et ses légumes
2,Glace yaourt et sirop de pêche
2,Gâteau tyrolien
0,Croque monsieur au reblochon
2,Gâteau fondant au potiron
2,Croquets de Donzy (Nièvre)
2,"Compote à la banane, à l'ananas et au kiwi"
2,"GÂTEAU TIEDE AU CHOCOLAT FONDANT, SAUCE AU SAFRAN"
1,Pâtes à la tomate séchée
0,Feta chaude aux poivrons (Grèce)
2,Cheesecake au chocolat noir
1,Feuilles de brick au poulet
1,Poulet sauté forestière
0,Omelette farcie au cresson
1,Saucisses et pommes de terre fondantes
2,Papaye au four au lait de coco (Tahiti)
0,Ma salade de concombre à la chinoise
2,"La Sauvagère, tarte soufflée à la châtaigne"
2,Meringue aux fruits et chantilly
1,Poêlée de pois chiche et de poulet
1,Souris d'agneau façon papa
2,Banane gourmande au chocolat
1,Mignon de veau au beaufort
1,Purée de mamie solange
1,Pavé de saumon en papillotte au Nolly Pratt
0,Pain au crabe
2,Cake au thé vert
1,Poêlée de poulet au curry et pois mange-tout
1,Caille au nid
2,Charlotte Lilia Moka façon Mamie Jeanne
0,Salade de concombres au jambon et au poulet
1,Pieds de cochon au vin blanc
2,Cookies aux noisettes
2,Tarte abricots miel et lavande
2,Quatre-quarts aux amandes
1,Poisson au petit-suisse (diététique)
0,Ciabattina à la mozzarella
2,La visitandine - Gâteau aux noix
1,Brochettes de boeuf haché à l'ananas
0,Mini bricks aux oeufs brouillés et à la truite
0,Champignons farcis au fromage
1,Tarte aux champignons et fromage blanc
2,Pudding de boulgour aux fraises
1,Saumon au thé noir et au miel
0,Blinis de chevre chaud aux pommes et au miel
2,Flan aux oeufs maison
0,Pain
0,Petits chaussons surimi jambon
1,Cheeseburger maison
0,Noix de saint jacques à la crème
1,Pâtes au saumon fumé
1,Riz au jambon
1,Poisson sauce Dugléré
2,Gâteau moelloeux chocolat-coco sans oeufs sans beurre
1,Fusili aux rougets marinés
2,Mille-feuilles d'oranges au mascarpone et cointreau
0,Feuilletés de brick thon et légumes
2,"Muffins gourmands d'a Vivil : chocolat, noix et noisette"
1,Coquillettes plein sud
1,Filets de poulet à la romaine
2,Gâteau de crêpes au chocolat
1,Tarte aux surimi
0,Clafouti de tomates et de mozzarela
0,Suprême de brocolis
1,Queue de boeuf mijotée aux lentilles
0,Cachina : morue au barbecue
1,Velouté de chou fleur à la moutarde et ses canapés de saumon fumé
2,Whoopies chocolat-orange
1,Coeur d'agneau aux herbes
2,Cake à la banane facile et rapide
0,Oeuf en brioche au mascarpone
1,Filets de Merlan à la Crapon
1,Tagliatelles au curry
1,Côtes de porc sur lit de pommes de terre à l'ail
1,Croûtes au fromage de Gruyère au four
2,Sticky toffee pudding (Angleterre)
1,Pintade au vinaigre de framboise
1,Tartines flamandes
0,Salade allemande suprême à la sauce Dill
2,Ananas roti à la vanille
2,Glace à la fleur de lait
1,Frita (la vraie !)
2,Mousse de poire sur coulis au chocolat
2,Gaufres légères
1,Boeuf haché aux carottes
2,Glace de Rêve à la Fraise
1,Lotte aux tagliatelles de légumes
0,Quiche saumon crevette
2,Crème à l'orange sanguine (sans oeuf)
1,Aubergines al raggù
0,Golmotte aux tomates et au fromage
1,Omelette aux tomates et aux herbes fraîches
2,Chtiramisu
2,Cheese cake light (sans croûte)
1,Spaghetti aux légumes d'été
1,Pizza au jambon de parme (Bayonne) et au chèvre
1,Langue de porc sauce tomate et cornichons
0,Croutes aux champignons
1,Tartiflette à l'espagnole
0,Rillettes de maquereaux
1,Omelette champignons/ fromage râpé et champignons au curry
1,Kluski na parze (Pologne)
2,Tarte amandine aux figues
1,"Poulet rôti au miel, épices et ananas"
0,Velouté Giromon et patate douce
1,Pâtes au saucisson fumé et aux champignons
1,Tourte aux fromages et aux herbes
1,Brick aux 2 boudins et aux pommes
1,Risotto petits légumes et morilles
1,Quiche Brocolis/ Poulet/ Curry
1,Poulet au beaufort
1,Flan de courgettes au basilic
1,Gratin épinard pomme de terre
2,Gâteau glacé au chocolat  et aux Petits beurre
1,Tagliatelle Mare et Monti
1,Nems au canard
2,Crêpes (tradition bretonne)
1,Tarte aux pommes de terre et aux 4 fromages
1,Pâtes aux asperges et coeurs d'artichauts
1,Gigot d'agneau au fromage de chèvre gratiné
1,Magrets de canard au poivron
0,Salade légère à l'Italienne
2,Pâte sablée sans oeufs
1,Tarte-pizza aux restes de fromages
1,Gratin de croque-monsieur
1,Pâte à pizza en MAP (machine à pain) de fanny
2,Cake à la farine de châtaigne
0,Cake feuilleté au thon et aux olives
0,Salade marine de pommes de terres
2,Chutney de fruits frais et fruits secs au rhum
2,Henry le Hérisson (gâteau au chocolat de mon enfance)
1,Parmentier au confit de canard
2,Cheese cake au citron (sans cuisson)
0,Tarte à l'oignon facile
0,Saint-Jacques aux chataignes et agrumes
1,Poulet balsamique selon Malauso
0,Velouté de courgette au jambon fumé
0,Caviar de champignons
1,Filet mignon gratiné au Reblochon
0,Feuilletés chèvre tapenade
1,Steaks adorés
2,Tarte cannelle-noisettes
0,Salade fraîcheur melon - chèvre
1,Panga à la vapeur
2,Gâteau antillais
2,Brioche maison
0,Poivrons farcis au chèvre et au jambon blanc.
1,Poulet papillotte chinois
1,Poulet rôti aux herbes et chorizo
1,Poulet aux épices orientales facile
1,Blé pilaf aux petits légumes
1,Courgettes farcies en crumble
2,Gâteau renversé aux pruneaux
1,Poulet soleil (aux poivrons)
2,Mon gâteau pommes-amandes tout léger
2,Coeurs au chocolat
2,Tarte à la rhubarbe meringué
2,Schenkele (Alsace)
1,Poêlée de pommes de terre paysannes
2,Tarte au citron vert légère
2,Gateau marbré des chefs
1,Mezze maniche aux courgettes
1,Amuse-gueules pomme boudin noir
2,Aumonière aux pommes et coulis de caramel mou
1,Paupiettes de merlan farcies au beurre de crevette
1,Petits choux farcis épicés
1,Pizza poulet chèvre
0,Emincée de dinde sur lit de carottes rapées
2,Moelleuse pâte sablée aux amandes
2,Muffins fraises bananes (sans beurre)
0,"Aumonières au chèvre, poireau et miel"
1,Gratin de fenouil
0,Feuilleté au roquefort
0,Feuillantine de chèvre
2,Tiramisu à la châtaigne
1,Purée à l'huile d'olive et magrets marinés
2,Gâteau au yaourt au chocolat et à la compote de pomme
2,Billes de biscuits Oréos
0,Cassolette d'escargots au vin d'Alsace
1,Potée de lentilles à la saucisse de Morteau
1,Andouilettes au champagne
1,Gnocchis au saumon fumée et épinard
0,Haricots Coco de Chantal
0,Méli-mélo de fromages panés
1,Poule au riz vietnamienne
0,Roulé de carotte tartare
2,Fondant au chocolat et aux Petits Suisses
0,Cake brocolis feta noisettes
0,Salade blanquite recette tunisienne
0,Salade crevette/avocat aux fruits
1,Espadon à l'orientale
0,Terrine de poulet et petits légumes
2,Millefeuilles aux deux chocolats
1,Pintade au porto blanc
0,Salade de légumes grillés au four
2,Rochers aux raisins
2,Mousse archédoise
1,Filet mignon de porc à la mangue et au gingembre
0,Soupe de citrouille à la crème de coco
1,Salade César à la Denny's
0,Pain de poisson mousseline
1,Tarte au poulet et aux champignons
2,Revani (gâteau de semoule turc au sirop)
1,Salade liégeoise
2,Pavé aux petits beurre à l'orange
0,Soupe glacée de tomates
0,Crumble Tuc Tuc
2,Mousse glacée aux abricots
0,"Cake au crabe ""pas cher"""
2,Tarte aux Pommes façon mariiie
2,Oranges grillées
2,Gâteau moelleux aux figues fraîches
2,Galette des rois briochée
1,Côtes de veau au porto et à l'estragon (Portugal)
0,Soupe carottes et coco
1,Pommes de terre farcie chili con carne
0,Endive au curry ultra simple et rapide
2,Brioche tressée
1,Boeuf breton sucré et topinambours
1,Riz sauce Aurore
2,La brioche de Carole améliorée
2,Muffins au Banania
1,"Crevettes et pétoncles au lait de coco, curcuma et curry"
1,Filets de poissons aux fèves et aux poivrons
1,Poulet Créole
1,Tarte provençale au chèvre
2,Gâteau à la carotte de Kaloup
2,Pavé chocolat crème de marron sans cuisson
0,Beignets chinois à la vapeur ( dim sum ) de Kenzo
1,Lasagnes au saumon
1,Poulet aux légumes et fromage de Gex
0,Rouleaux d'espadon farcis au citron
2,Avocat en dessert surprise
0,Consommé Xérès en tasses
0,Pâté de foies de volaille à la crème
0,Tarte courgettes et oignons
0,Conchiglione farcis façon funambuline (raifort et poisson fumé)
1,Homard grillé sauce crémeuse à l'estragon
1,Crevettes à l'ananas et noix de coco
0,Falafel
2,Biscuits roses aux fruits exotiques
0,"Mille-feuille courgette, chèvre et aubergine"
2,Flan de courges
2,Crème de caramel au beurre salé micro-ondes
2,"Tiramisu banane café, génoise au chocolat"
2,Verrines aux fraises Tagada
0,Salade sauce avocat et aneth
0,Fava (dip grec de pois cassés jaunes)
1,Flammekueche rapide
0,Tourte au jambon et aux cèpes
1,Côtes de porc au gingembre
2,Gâteau express à la crème de marrons
2,Verrines improvisées au fromage blanc et au cacao
2,Muffins pralinés
1,Pâtes aux crevettes et au boursin
2,Biscuits à la pâte de dattes de Kitaï
2,Rabotes aux pommes de Picardie
1,Poulet à la vanille et au lait de coco épicé
0,Cake au crabe et tomates séchées parfumé à l'aneth
2,Crème de cannelle
1,Macaroni au navarin d'agneau à l'italienne
1,Haricots coco
0,Soufflé aux carottes et aux pommes de terre
1,Salade exotique au filet mignon
0,Crudités en feuilles de chou rouge
0,Tourte aux poireaux
2,Tarte normande aux pommes et au cookies
1,Sauté de porc à la bière
1,Lapin à la cuillère
0,"Blé gourmand avocat, crevettes, concombres"
2,Crumble aux pommes de Lylu
1,Poulet à la crème persillée
1,Noix de veau marinée cuite à basse température
2,Macarons de Montmorillon
2,Moelleux aux pommes et aux kiwis
1,Omelette aux saucisses et aux pommes de terre
2,Gâteau Normand Micro-Ondes
2,Ile flottante à la crème anglaise au micro-ondes
1,Soupe hivernale : chou vert frisé et pomme de terre
1,"Magret de canard au miel, sauce soja et pommes"
0,Tortilla facile (Espagne)
2,Cookies choco-noisette et nougatine
2,Mousse légère aux fraises Tagada
2,Tarte aux framboises meringuée
1,Salade Wafu au saumon
1,Curry de poulet indien rapide
1,"Pâtes à la carbonara, façon turinoise"
1,Escalope de poulet en papillote à la façon de Angel
1,Daube de la saint andré
0,Oeufs durs farcis à la crème et aux herbes
1,Gratin de légumes et quinoa
1,Tarte au thon moelleuse à ma façon
0,Oeufs gratinés au bacon
2,Croustade aux pommes au sirop d'érable
1,Magrets de canard aux griottes
0,VELOUTE DE PETITS POIS
0,Terrine de pâté forestier
2,Le flan breton et 3 possibilités de le cuisiner
1,Coquille st jacques au pineau
1,Onglets aux l'échalote et au vin blanc
1,Mes Bruschettas
0,Salade de pommes de terre au saumon fumé
0,Terrine de ris veau aux baies de genièvre et jambon de montagne
0,Oeufs durs à la bretonne
1,Poulet au lait de coco
2,Soupe chinoise sucrée
1,Tajine d'agneau aux légumes et citrons confits
2,Bananes au lait de coco tout simple
0,Tarte au fromage de chèvre frais
0,Terrine de saumon facile
1,Pintade forestière à ma façon
0,Quiche aux oignons et au poulet
0,Brochettes des îles
0,"Soupe au céleri, pomme de terre et ail"
1,Tagliatelles aux crevettes sautées au miel
2,Mousse chocolat framboises
2,Galette des rois à la crème frangipane
0,Terrine de foie gras facile
1,Salade de riz arc-en-ciel
1,Noix de St Jacques au vinaigre de framboise
1,Gratin de poireaux pommes de terres des îles
0,Escargots au beurre persilllé
2,"Muffins Banane, Abricot et Chocolat"
2,Cake sucré aux courgettes
2,Glace au nutella
1,Souris d'agneau au miel et thym
1,Hachis parmentier aux tomates
0,Rouleaux aux épinards
1,Saumon au four facile et léger
1,Rôti de porc au lait
1,Filet Mignon en goulash
2,Crumble aux framboises rapide
0,"Velouté tomates, lentilles, pois chiches"
2,Feuilleté aux pommes et au citron
0,Velouté de printemps
1,Boulettes de viandes et pommes de terre façon maman
1,Pâtes sauce camembert
1,"Poularde au citron, champignons et porto"
1,Gratin de chou farci à la queue de boeuf
0,Quiche aux asperges et au thon
0,Quiche basquaise
2,Compote de fruits
1,"Poulet à la tomate, assaisonnement à la chinoise"
0,Salade Thalassa
0,Roulé d'omelette au thon
1,Côte de porc aux pommes
1,Rôti de porc sucré - salé
1,"Salade tiède au thon, pomme de terre et cerfeuil"
0,Salade de céleri branche à l'anchois
2,Lasagnes sucrées Saveur pomme-raisins
2,Riz de Noël
0,Cake aux noix et aux olives
1,Kig Ar Farz Breton
0,Salade poulet gorgonzola
0,Mojo picon : pommes de terre au sel et sauce piquante
0,Coquilles Saint-Jacques
0,Aubergines grillées
1,Cuisses de grenouilles au curry (Vietnam)
1,Lapin chou lardon
0,Mayothon
1,"Parmentier de canard confit, purée de haricots"
1,Carottes confites à l'orange et à la cannelle
1,Potjevlesch (Nord de la France)
0,Verrines de saumon fumé au mascarpone
0,Terrine de viandes aux saveurs de l'automne
1,Flétan rôti farci au pistou et amandes grillées
1,Pommes de terre garnies
1,Sauté de dinde aux cèpes
1,Pommes de terre farcies (rencontre chez Lucile)
1,Merlu koskera (Pays Basque)
2,Madeleines chocolatées très facile
2,Mousse au chocolat liégeois
1,Rouelle de porc dans la cheminée
1,Farce pour ravioli (merguez-boeuf)
1,Carbonades de porc à la trapiste de Chimay
1,Tarte poulet cannelle
1,Lasagne au jambon d'ardennes et au bleu
2,Super petits sablés à la confiture
2,Oreillette traditionnelle
2,Brownies choco-amandes parfumé à la cannelle
1,Tarte aux blettes et aux champignons
1,Omelette aux aubergines et à la feta
1,Truites grillées au barbecue
0,Mini cakes chèvre - courgettes - tomates
0,Cannellonis ricotta épinards
1,Potée au choux et saucisse de Morteaux
0,Soupe express lardon gruyère
1,Barquettes gratinées au jambon
1,Gigot en croûte d'herbes et aux légumes confits
1,PASTACHOUTE DE MA MAMAN
1,Darnes de colin aux tomates
1,Aubergines farcies light au pesto
2,Vlaai (Belgique)
1,Filets de sardines grillés
1,Lapin au cidre et aux olives
1,Tagliatelles au mascarpone et petits pois
0,Carpaccio de saint-jacques
2,Tarte aux cookies
1,Poulet au curry façon nuggets
1,Salade de haricots vert aux amandes
0,Tarte à la tomate et au comté
2,Quatre-quarts aux pommes
2,Gâteau fondant cacao - praliné
1,Poulet aux légumes sauce cacahuète
1,Flan brocolis tomates
1,Soupe de crevettes et carottes
2,Gâteau brésilien au citron vert
2,Cake aux fruits confits maison
1,Parmentier croustillant
1,Calamars farcis à la sauce tomate vietnamiens
2,Riz gluant noir au lait de coco et à la mangue
1,Filets de pigeonneaux au vert de blettes et mascarpone
0,Gratin de la mer aux champignons
2,Nems au chocolat
1,Mon risotto aux morilles
2,Gâteau biscuit Savoie/chocolat
1,Pavés de rumsteck sauce café
0,Tarte provençale
2,Saint-Honoré à pâte feuilletée
2,Croustilles bananes et chocolat
2,Tarte aux pommes sur fond de brioche
1,Fricassée de poulet aux olives
1,Gratin aux lardons et aux légumes
1,Pâtes sauce concombre et poulet au safran
0,Cigares de saumon fumé aux crevettes et raifort
1,Spaghetti aux courgettes de Vanessa
1,Pâtes à la bière
0,Galettes de flocons de céréales
1,Emietté de thon aux 2 olives
2,Tarte fondante au chocolat et noix
2,Verrine miam miam!
0,Croque-Monsieur mozzarella avocat
2,Combiné poire : gâteau craquant et sorbet
1,Steak haché aux câpres
1,Piperade de viande hachée aux raisins (Afrique du Sud)
1,Bar en croûte au roquefort et sa purée de pommes de terre
1,TOURTIERE QUEBECOISE
1,Poêlée de légumes facile de Pati
2,Tarte aux pommes facile et bonne
0,Asperges à la Florentine
1,Paupiettes de chou
1,Pommes de terre et carottes écrasées en gratin
2,Gâteau-mousse à l'orange (avec la peau ! )
2,Chantilly à la myrtille
0,Cassolette de scampis gratinés aux asperges
2,Marbré au yaourt (sans oeuf)
2,Gâteau à la fleur d'oranger
1,Couscous express à la cocotte-minute
2,Gâteaux de semoule aux griottes
2,Cookies forts en chocolat à la purée d'amandes
0,Terrine de foie gras aux pruneaux et raisins secs
0,Velouté aux courgettes californien
0,"Madeleines salées aux Tomates séchées, feta et basilic (5ème Rencontre Marmiton)"
0,"Soupe au poivron, aux oignons et à la courgette"
0,Tarte chèvre et épinards
2,Glace aux petits beurres (sans sorbetiére)
1,Tourte aux quenelles
1,Cocotte de légumes à la mexicaine
1,Homard grillé aux épices fines :-o
2,Mousse au chocolat de ma maman
1,Courgette farcie façon Seb
2,Tarte crumble pommes-bananes-raisin
1,Chausson de poulet à l'estragon
0,Tarte courgette curry chèvre
2,Pamplemousse en crumble de corn flakes
1,TARTE AUX EPINARDS ET AUX RAISINS
1,Braisé de boeuf aux carottes
1,Hachis de rôti de boeuf (pour un reste de rôti)
0,Soupe d'été à la moutarde
2,Gâteau au yaourt à l'orange et aux noix de pécan
2,Crumble de fruits frais
0,Pain de poissons à la tomate
0,Pain de courgettes
