doc_id,titre,type,difficulte,cout,ingredients,recette
recette_70736.xml,Gâteau enchanté à la mousse de framboises,Dessert,Moyennement difficile,Moyen,- Pour la génoise : - 5 oeufs - 30 g de farine - 70 g de maïzena - 1 sachet de sucre vanillé - 120 g de sucre - 1 sachet de levure chimique - 1 pincée de sel - Pour la mousse aux framboises : - 24 cl de coulis de framboise - 2 feuilles de gélatine - 200 g de fromage blanc - 2 blancs d'oeufs - 30 g de sucre - 1 sachet de sucre vanillé,"Préchauffer le four à 175°C (thermostat 5-6). Préparer la génoise : mélanger les jaunes avec les sucres. Mélanger la farine avec la maïzena et la levure puis l'ajouter au mélange précédent. Monter les blancs en neige avec le sel puis les incorporer. Enfourner pour 35 minutes de cuisson. Préparer la mousse : faites ramollir les feuilles de gélatine dans l'eau froide. Dans une casserole, porter 12 cl de coulis de framboise à ébullition. Hors du feu, ajouter la gélatine essorée et le fromage blanc. Battre les blancs en neige puis lorsqu'ils sont fermes ajouter le sucre vanillé, continuer de battre encore 1 à 2 minutes. Incorporer délicatement à la crème au fromage blanc. Assembler : découpe la génoise en deux. Arroser la 1ère moitié de 6 cl de coulis de framboise. Verser la moitié de la garniture de mousse à la framboise et recouvrir de la deuxième moitié de génoise imbibée des 6 cl de coulis restant et terminer le montage en versant le reste de garniture au fromage blanc. Et avant de déguster, laisser 2 heures au réfrigérateur puis décorer (fruits, copeaux de chocolat, amandes effilées...)."
recette_26280.xml,Crème brûlée aux marrons,Dessert,Facile,Bon marché,"- 2 jaunes d'oeufs - 20 g de sucre - 300 g de crème de marrons - 300 g (=30 cl) de crème liquide - 4 cuillères à café de cassonade - Pour la déco, facultatif : - 4 marrons glacés - 1 cuillère à soupe de sucre glace","1) Allumez le four à 150°C (thermostat 5).. 2) Faites chauffer la crème dans une casserole. 3) Fouettez les jaunes d'oeufs avec le sucre jusqu'à ce que le mélange blanchisse. 4) Versez la crème bouillante sur la préparation en remuant. 5) Ajoutez la crème de marrons et mélangez bien. 6) Répartissez dans quatre ramequins individuels et faites cuire 40 min au four au bain-marie. 7) Laissez refroidir les crèmes puis mettez-les au frais au moins 1 h. 8) Au moment de servir, saupoudrez les crèmes de cassonade et passez-les sous le grill du four pour caraméliser la surface. Poudrez d'un nuage de sucre glace et décorez avec un marron glacé. Un délice qui ravira les amateurs de marrons. un vieux banyuls"
recette_53885.xml,Tarte pommes - figues,Dessert,Très facile,Bon marché,- 1 pâte feuilletée - 3 pommes - confiture de figues - 2 cuillères à soupe de sucre - 1 petite brique de crème fraîche liquide,"Etaler la pâte dans un moule à tarte et la piquer avec une fourchette. Tartiner le fond de pâte avec 4 à 5 grosses cuillères de confiture. Décorer avec les pommes coupées en lamelles bien fines, napper avec la crème fraîche, et saupoudrer de sucre. Enfourner pendant 20 min à 220°C (Th 7-8). Se deguste tiède, comme la tarte tatin, avec une boule de glace vanille..."
recette_43660.xml,Gâteau des rois provençal (noix et noisettes),Dessert,Moyennement difficile,Moyen,- Pour la brioche : - 500 g de farine de type 60 minimum - 1 œuf - 1 sachet de levure de boulanger (en grande surface) - 150 g de sucre - 50 g de beurre - 25 cl de lait - Pour la garniture : - 350 g environ de noix et de noisettes (mélangées et broyées) - 50 g de beurre - sucre en poudre à doser selon les goûts,"Prévoir 2 h de repos.J'habite le sud de la France et ici, pour les rois, on trouve une brioche comme celle avec les fruits confits, sauf que celle-là contient des noix et des noisettes. Sortir le beurre, l’œuf, et le lait à l'avance. Dans un saladier, mettre tous les ingrédients, et mélanger à la main (ou au robot, si vous en possédez un), jusqu'à ce que la pâte soit homogène. La travailler pendant 10 bonnes minutes, afin de bien l'aérer. La couvrir avec un linge propre, et la faire monter dans un endroit chaud (22-25°C), sans courants d'airs, pendant 1 h. Pendant ce temps, faire revenir dans une poêle les fruits secs, avec le beurre et un peu de sucre, en les faisant caraméliser. (vous pouvez également les faire revenir à sec puis les faire caraméliser dans un caramel ou sirop à base d'eau   sucre).Quand la pâte a gonflé, il faut la retravailler un petit peu. Étaler la pâte et disposer les fruits sur toute la surface avec le caramel... garder un peu du mélange, pour en mettre sur le dessus, une fois que la couronne aura pris forme!Rouler la pâte pour former un boudin. Former ensuite un rond, et le poser sur la lèche-frite, préalablement muni de papier sulfurisé. Penser à mettre au milieu, quelque chose qui passe au four, afin de garder le trou central (sinon il disparaît pendant la 2ème levée).Refaire lever pendant 1 h. Puis, enfourner à four chaud, à 180°C (thermostat 6), pendant 35 min. Une fois que la couronne est cuite, disposer le reste du mélange de fruits secs au caramel, saupoudrer de sucre glace et déguster !Attention : si la pâte ne monte pas, jetez-la, sinon elle est trop dure! Cidre ou champagne"
recette_168735.xml,Pain d'épices léger de fanny,Dessert,Très facile,Bon marché,"- 200g de farine blanche - 200g de farine complète(ou farine blanche) - 1/2 sachet de levure - 1 cc de sel - 1/2 cc de bicarbonate de soude - 2cc d'épices à pain d'épices(ou mélange de cannelle,gingembre,muscade,cardamome moulues) - 150g de cassonade - 100g de beurre - 200g de miel - 200ml de lait  - 1 oeuf","-Dans un saladier mattre toutes les poudres ensembles(farine,levure,sel,bicarbonate,et épices)sauf le sucre -Dans une casserole,mettre le beurre,miel,cassonade,et faire fondre le tout 5 à 10 mn sur feu doux,faire tiédir -Mélanger ces deux préparations jusqu'à obtenir une belle pâte -Battre au shaker l'oeuf et le lait et rajouter à la pâte. Bien tout mélanger. Verser cette pâte dans une moule à cake beurré et cuire au four 1h env à 180°(th 5/6)Cette recette est très facile à réaliser, ce pain d'épices est bien aéré et délicieux. Un bon thé"
recette_42303.xml,Confiture de pommes à l'ancienne,Dessert,Très facile,Assez Cher,- 1.200 kg de pommes épluchées et épépinées - le jus d'un citron - 1 kg de sucre spécial confiture  - 2 sachets de sucre vanillé - 2 cuillères à café rases de cannelle en poudre - 2 cuillères à soupe de Calvados,"Pelez et épépinez vos pommes. Coupez-les en très petits morceaux, que vous disposerez dans un faitout. Pressez le citron, et arrosez les petits morceaux de pommes du jus obtenu. Ajoutez enuite aux pommes, le sucre ""spécial confiture"", et le sucre vanillé. Remuez avec une cuillère en bois. Ajoutez pour terminer, la cannelle et le Calvados, et mélangez. Posez le faitout sur feu doux à modéré, et laissez cuire pendant 40 min, en remuant de temps en temps. Mettez la confiture bouillante en pots, que vous fermerez, et que vous retournerez à l'envers, pendant 5 min (c'est la stérilisation). Retournez-les à l'endroit, et laissez refroidir la confiture. Conservez-la dans un endroit bien frais (vous pouvez la consommer dès le lendemain). Le temps de cuisson peut vous paraître long, mais sur feu doux à modéré, la confiture est parfaite et délicieuse, avec un bon goût de cannelle. Cidre"
recette_85660.xml,Brownie fondant chocolat-caramel,Dessert,Facile,Bon marché,- 175 g de chocolat noir- 157 g de beurre- 125 g de sucre- 125 g de cerneaux de noix- 50 g de farine- 3 œufs- 1 cuillère à soupe de sauce caramel toute prête- 1 pincée de sel,"Préchauffez votre four à 180°C (thermostat 6). Travaillez les œufs avec le sucre. Ajoutez le chocolat fondu avec le beurre. Incorporez la farine (tamisée de préférence). Ajoutez les noix et 1/2 cuillère à soupe de caramel. Versez votre bonne mixture dans un moule beurré. Faites cuire a 180°C (thermostat 6) entre 25 et 30 min (enfoncez un couteau dans la pâte pour vérifier la cuisson). Régalez-vous !!Cette recette est top pour des soirées avec des amies !! Vin blanc ""moelleux""."
recette_11560.xml,Millas landais,Dessert,Moyennement difficile,Moyen,"- 400 g de farine de maïs - 300 g de farine de froment - 1,5 l de lait - 1,5 l d'eau - 120 g de beurre - 120 g de sucre en poudre - 15 cl d'eau de fleur d'oranger - 1 cuillère à café de sel","Il faut une ""toudeilho""ou spatule, une nappe blanche en grosse toile et un grand faitout dans lequel on fait bouillir l'eau, le lait, saler, verser la farine en pluie en remuant énergiquement et ensuite la farine de froment. Incorporer le beurre coupé en morceaux, le sucre et l'eau de fleur d'oranger. Faire cuire 1h en remuant souvent. Le millas est cuit lorsque la spatule se tient droite dans la préparation. Verser le millas sur la nappe farinée en une couche de 1,5 cm pour le découper. On le sert, après avoir refroidi, en petits carrés frits à la poêle, ou coupé en petits cubes dans des assiettes à soupe et arrosé de lait chaud et sucré.J'ai trouvé cette recette dans ""La cuisine des Pyrénées"" ( Sud-Ouest) Jurançon sec ou moelleux, graves liquoreux, gaillac doux."
recette_16881.xml,Brioche,Dessert,Facile,Bon marché,- 350 g de farine - 175 g de beurre - 1 cuillère à café de sel - 40 g de levure de boulanger fraîche - 2 cuillères à soupe d'eau fraîche - 4 oeufs entiers - 50 g de sucre en poudre,"A préparer la veille au soir. Mélanger la farine,le sel, le sucre, les oeufs entiers, le beurre fondu, la levure délayée dans l'eau fraîche. Bien travailler la pâte en la battant (si elle colle rajouter un peu de farine). Elle doit rester souple. Placer le récipient couvert et bien fermé dans le réfrigérateur. Le lendemain matin, fariner le plan de travail, travailler la pâte en boule, puis l'étaler avec un rouleau à pâtisserie pour former un carré, la plier en quatre et l'étaler à nouveau. Rouler ensuite en boudin et couper en 8 morceaux. Les mettre dans un grand moule à cheminée beurré et fariné. Laisser lever dans un endroit tiède environ une heure. Lorsque la pâte remplit le moule, enfourner à four chaud (faites préchauffer le four une dizaine de minutes avant), soit 250°C (thermostat 8). Sortez la brioche une fois qu'elle est bien dorée. Accompagner d'une mousse au chocolat. Cette brioche est délicieuse... Et inratable!"
recette_19667.xml,Crumble aux pommes et aux pruneaux,Dessert,Moyennement difficile,Moyen,- 8 pruneaux - 4 pommes - 50 g crème fraîche liquide - 130 g de cassonade + 2 cuillères à soupe - 90 g de farine - 90 g de beurre + 20 g pour la poêle - 45 g poudre d'amande - 50 g crème fleurette - rhum - 2 cuillères à café de cannelle - 2 cuillères à café de gingembre,"Faire tremper une nuit les pruneaux dans le rhum. Faire blondir les pommes coupées en morceaux dans 20 g de beurre. Ajouter 2 cuillères à soupe de cassonade, la cannelle, le gingembre. Ajouter ensuite les pruneuax (sans le rhum, qui sera réservé) et la crème liquide. Verser la préparation dans un petit plat. Préparer la pâte : mélanger la cassonade, la farine et la poudre d'amande. Travailler en pommade le beurre très froid puis le pétrir avec le mélange précédent pour obtenir une texture granuleuse. Verser la pâte sur les pommes. Cuire 45 min à 180°C . Préparer une chantilly : battre la crème fleurette (mettez la 30 mn au congélateur où 3h au frigo avant, elle prendra mieux). Lorsqu'elle est bien ferme, ajouter 2 cuillères à soupe de rhum ainsi que le rhum où les pruneaux ont trempés. Servir le crumble avec la crème (le crumble étant assez sucré, il n'est pas nécessaire de sucrer la chantilly)"
recette_23181.xml,Clafoutis fruits rouges et nougat,Dessert,Très facile,Bon marché,- 350 g de fruits rouges surgelés - 4 oeufs - 190 g de sucre roux - 180 g de farine - 150 g de nougat - 2 cl de rhum - 40 cl de lait - 30 g de beurre,"Laisser dégeler les fruits rouges en les saupoudrant de 40 g de sucre. Faire une pâte à crêpes en mélangeant la farine et 150 g de sucre, puis ajouter les oeufs et enfin le lait peu à peu. Ajouter enfin le beurre fondu et parfumer avec le rhum. Répartir les fruits et le nougat en morceaux dans un moule beurré. Cuire 25 min au four préchauffé à thermostat 7 (210°C). Saupoudrer de sucre glace et déguster tiède avec de la glace à la vanille ou un sorbet au yaourt. Délicieux et très rapide!"
recette_60877.xml,Flan à la châtaigne,Dessert,Facile,Bon marché,- 200 à 250 g de châtaignes épluchées (c'est là le plus long de la recette !) - 25 cl de lait de soja - 20 cl de jus d'orange (ou pomme) - 2 cuillères à soupe de fructose - 1/2 sachet de sucre vanillé (ou le sachet entier si vous aimez bien sucré) - 6 morceaux de rhubarbe surgelée - 1 feuille de gélatine,"Préparer un sirop en diluant le sucre vanillé et le fructose dans un fond de casserole (1 à 2 cm) d’eau et porter à ébullition. Y pocher les châtaignes 10à 15 minutes, avant d’ajouter la rhubarbe dégelée. Au bout de 5 minutes, verser du lait de soja à hauteur des fruits et reporter à ébullition en remuant de temps en temps. Pendant ce temps mettre la gélatine à tremper dans l’eau froide. Au bout d’un quart d’heure, et hors du feu, mixer la préparation chaude en ajoutant du lait de soja et le verre de jus de fruit. Ajuster les quantités pour obtenir une sorte de purée liquide. Cette purée étant maintenant tiédie, essorer la gélatine et l’incorporer à la préparation en mélangeant bien. Verser dans des coupes individuelles, laisser refroidir à température ambiante puis prendre au frigo. Le plus long c’est d’éplucher les châtaignes : personnellement j’utilise la technique du micro-ondes que je trouve simple et efficace. Vous pouvez sinon opter pour des marrons en conserve (au naturel et sans sucre) et gagner ainsi pas mal de temps ! Comme ils sont précuits, le mijotage sera lui aussi raccourci : voir quand les châtaignes s’écrasent sans trop de peine."
recette_43091.xml,Muffins choco-banane,Dessert,Facile,Bon marché,- 3 bananes (bien mûres de préférence car plus faciles à écrases) - 50 g de chocolat pâtissier - 75 g de sucre - 1 oeuf - 75 g de beurre - 150 g de farine - 2 cuillères à café de levure chimique - des pépites de chocolat,"Faire préchauffer le four 10 minutes à 180°C (thermostat 6) Ecraser les bananes dans un récipient sans toutefois les réduire en purée. Ajouter l'oeuf et le beurre préalablement ramolli. Faire fondre le chocolat et l'ajouter à la préparation. Ajouter ensuite le sucre, la farine et la levure. Mélanger le tout jusqu'à l'obtention d'une pâte qui ne doit pas être totalement homogène. Verser la pâte dans des moules à muffins ou des petits ramequins préalablement graissés. Ajouter sur les muffins quelques pépites de chocolat. Cuire au four à 180°C (thermostat 6) pendant 15 à 20 minutes. Ces petits muffins sont meilleurs tièdes..."
recette_62546.xml,Cake semoule à la muscade et au safran (île Maurice),Dessert,Facile,Bon marché,- 160 g de beurre ramolli - 180 g de sucre semoule - 3 oeufs - 170 g de semoule fine - 30 g de farine - 1 sachet de levure chimique - 1 pincée de muscade - quelques filaments de safran - 17 cl de lait concentré,"Préchauffez le four à 180°C (thermostat 6). Travaillez le beurre et le sucre au batteur électrique jusqu'à l’obtention d’un mélange mousseux. Incorporez les oeufs en deux fois (les blancs battus en neige d’abord, et ensuite les jaunes) en battant après chaque ajout. Ajoutez la pincée de muscade et les filaments de safran. Ajoutez la semoule, la farine et la levure chimique (le tout déjà mélangé au préalable). Bien travaillez la pâte et ajoutez petit à petit le lait concentré. Il faut que le mélange soit homogène. Graissez un moule et y verser la pâte. Faites cuire pendant 50 minutes environ."
recette_36922.xml,Le top choc (gâteau chocolat sans farine),Dessert,Très facile,Bon marché,- 200 g de chocolat - 200 g de sucre - 100 g de beurre - 3 oeufs,Préchauffer le four à 200°C (thermostat 6-7). Faire fondre le chocolat et le beurre avec une cuillère à soupe d'eau. Séparer les jaunes des blancs. Mélanger les jaunes et le sucre de manière à obtenir un mélange blanc et mousseux. Incorporer le chocolat aux jaunes. Battre les blancs en neige et les incoporer tout doucement (vous pouvez ne pas les battre mais le résultat sera moins bon...). Mettre le tout dans un moule avec du papier cuisson pour éviter qu'il accroche. Faire cuire 20 à 25 minutes. Facile à faire et à tomber par terre !!!
recette_40365.xml,Salade de carottes orientale,Dessert,Très facile,Bon marché,- 6 carottes - 1 orange - 2 cuillères à soupe de sucre (ou plus si vous le désirez) - 1 grosse cuillère à soupe de miel - 2 cuillères à soupe d'eau de fleur d'oranger - 2 cuillères à café de cannelle - 12 cerneaux de noix - 6 dattes dénoyautées,"Coupez les deux extrémités des carottes, épluchez-les et râpez-les dans un saladier. Ajoutez le jus d'une orange puis le reste des ingrédients. Servez bien frais.Cette salade rappelle les saveurs du Maroc. Je vous conseille de la manger en petite quantité car sinon elle peut devenir écœurante. Se mange avec du thé"
recette_164574.xml,Verrines chantilly speculoos au caramel,Dessert,Moyennement difficile,Bon marché,- Crème liquide ENTIÈRE! 20cl + 10cl - 2 sachets de sucre vanillé - 50g de sucre - 200g de spéculos - 55g de beurre et une noisette - facultatif : 2 carreaux de chocolat,"Préparation du caramel :Dans une casserole faire fondre 50g de sucre ( seul ) à feu doux en remuant avec une spatule en bois. Quand le sucre a complètement fondu et qu'il a pris une teinte marron claire, ajouter une noisette de beurre. Continuer à mélanger, quand le mélange est homogène. Arrêtez de mélanger et ajoutez 10cl de crème. ( le mélange mousse, c'est normal, quand la plus grande partie de la crème a réduit, recommencer a mélanger ) Réservez votre caramel. Préparation du biscuit aux spéculos :Mélanger dans un bol les 200g de spéculos réduits en poudre à l'aide d'une râpe à fromage avec les 55g de beurre en pommade. ( rajouter éventuellement le chocolat râpé ) Le biscuit est prêt. Préparation de la chantilly maison :Mettre au freezer préalablement le saladier et la crème liquide. ( la chantilly ne prendra pas si les ingrédients ou ustensiles sont chauds ) Verser la crème liquide dans le saladier, ajouter les deux sachets de sucre vanillé ( remplaçable par du sucre glace ) puis battre à l'aide d'un batteur jusqu'à ce que la crème monte. La chantilly est prête. Pour faire les verrines : alternez les couches de biscuits ( ~ 1cm), un filet fin de caramel, puis la chantilly. Décorez la dernière couche de chantilly par des petits bouts de spéculos ainsi qu'un peu de caramel. Bon appétit !Absolument pas diététique mais excellent ! Sauterne ou vin blanc sucré."
recette_28916.xml,Muffins variés,Dessert,Facile,Bon marché,"- 1 yaourt nature - 3 pots de farine - 2 pots de sucre - 3 oeufs moyens - 1/2 pot d'huile - 3 cuillères à soupe de crème fraîche épaisse - 1/2 sachet de levure chimique - 150 g de noisettes en poudre - pépites de chocolat, raisins secs, petits morceaux de fruits (fraises, pommes...)","Vider le yaourt dans un saladier puis se servir du pot vide pour mesurer la farine, le sucre et l'huile. Ajouter au yaourt, dans l'ordre : le sucre, les oeufs, la farine, la levure, l'huile, la crème, les noisettes en poudre. Bien prendre le temps d'incorporer ces ingrédients les uns aux autres au fur et à mesure des ajouts. Si la consistance apparaît trop fluide on peut alors ajouter un peu de farine. Partager la pâte obtenue en parts égales et incorporer dans chacune les produits choisis (raisins secs, pépites de chocolat, fruits...). Répartir dans des caissettes en papier de taille moyenne, disposées sur une plaque du four ou une tôle. Cuire 20 mn à 180°C dans un four préchauffé à cette même température. Très simples à faire avec une base gâteau au yaourt, ces petits cakes individuels sont très moelleux et se conservent aisément quelques jours si vous les mettez dans une boîte hermétique."
recette_56394.xml,Oreillettes de Mamie Arlette,Dessert,Facile,Bon marché,- 1 kg de farine - 4 œufs - 50 g de beurre (mou) - 1/4 litre de lait - 4 sachets de sucre vanillé + de l’extrait - 1 citron (zeste + jus) - rhum (4 à 5 cuillères à soupe) - 2 sachets de levure - graisse d’oie ou de canard,"Mélanger tous les ingrédients, bien pétrir la pâte et la laisser reposer pendant 4 à 6 heures. Découper des petits morceaux de pâte que vous étalerez très, très, très finement. Découper la pâte pour former les oreillettes. Faire fondre la graisse dans une poêle. Il faut 2 à 3 cm de graisse. Quant la graisse est chaude, faire frire les oreillettes en les tournant une fois. Attention quand elles sont très fines, les oreillettes cuisent très vite. Laisser égoutter les oreillettes sur du papier absorbants puis les sucrer avec du sucre en poudre. Les oreillettes sont meilleures le lendemain !"
recette_33067.xml,Salade d'agrumes à la gelée d'earl grey (13ème rencontre Marmiton),Dessert,Moyennement difficile,Bon marché,- Pour la gelée : - 2 cuillères à soupe de thé earl grey - 1 l d'eau - 1 sachet de Vitpris (gélifiant / pectine)  - 600 g de sucre en poudre - Pour les agrumes : - 4 oranges - 1 pomelo - 8 clémentines - quelques feuilles de menthe pour la déco,"LA VEILLE (ou même 2 ou 3 jours avant) : Préparation de la gelée : Faire bouillir l'eau et faire infuser le thé une bonne dizaine de minutes. Il faut que le thé soit bien fort. Filtrer. Remettre le thé dans une casserole avec le sachet de Vitpris et la moitié du suce, amener à ébullition pendant 3 min. Ou alors si ce dessert vous à vraiment plu, gardez la gelée pour une prochaine fois, il ne restera que la salade d'agrumes à préparer."
recette_86452.xml,Cheesecake au vinaigre balsamique de Laurence,Dessert,Moyennement difficile,Bon marché,- 200 g de spéculoos (petits gâteaux secs à la cannelle)- 150 g de beurre ramolli- 250 g de fromage blanc à 20%- 250 g de mascarpone- 25 cl de crème fraiche épaisse- 3 œufs- 100 g de sucre glace- 75 g de sucre en poudre- 125 g de sucre roux- 1 sachet de sucre vanillé- le jus d'1/2 citron- 1 cuillère à café de vinaigre balsamique- 1/2 cuillère à café de sel,"Préchauffer four à 210°C (thermostat 7). Mixer biscuits   sucre glace   beurre. Bien mélanger; cela donne une sorte de pâte, qui sert de base au gâteau. Verser dans un moule beurré, ou idéalement un moule à manqué (pas de beurre dans ce cas). Bien étaler environ au 2/3 de sa hauteur. Mettre au réfrigérateur 30 min pour que ça durcisse. Battre les œufs dans un saladier puis mettre fromage blanc, mascarpone, 50 g de sucre en poudre, 100 g de sucre roux, 2 cuillères à café du jus de citron, du sel. Bien mélanger. Verser dans le moule, mettre dans le four pour 30 min. Sortir et laisser refroidir au moins 1 h (éteindre le four). Préchauffer four à 180°C (thermostat 6). Mélanger dans un saladier crème fraiche, sucre en poudre et sucre roux, ainsi que le vinaigre et le sucre vanillé restants. Verser ce nouveau mélange à la surface du gâteau et enfourner 15 min (ça fait une sorte de glaçage). Laisser refroidir, puis mettez pendant 12 h au réfrigérateur. Servir frais.Attention, le préparer la veille, c'est meilleur !"
recette_20882.xml,Tarte créole aux pommes,Dessert,Très facile,Bon marché,- un rouleau de pâte sablée - 3 jaunes d'oeufs - 20 cl de lait de coco - 80 g de sucre - 20 g de beurre - une pincée de cannelle - une tombée de rhum - une grosse pomme - sucre glace,"Faire chauffer de lait de coco. Battre les jaunes d'oeufs avec le sucre en poudre. Verser le lait de coco chaud (mais pas bouillant) sur la préparation. Incorporer le beurre coupé en petits dés puis la cannelle et le rhum. Disposer la pâte sablée dans un moule à tarte de 22 cm de diamètre environ. Verser la préparation au lait de coco dans le moule. éplucher la pomme, la couper en fines lamelles et les disposer sur la préparation. Saupoudrer de sucre glace. Enfourner 20-25 mn à Th 6-7 On peut également agrémenter cette tarte avec des raisins secs"
recette_25954.xml,Gâteau au chocolat de pampelune,Dessert,Facile,Moyen,- 90 g de chocolat noir amer - 2 cuillères à soupe de cacao non sucré - 60 g de crème fraîche - 75 g de beurre - 5 cl d'huile d'arachide - 240 g de farine - 120 g de sucre semoule - 1 oeuf - 5 cl de lait - 10 cl d'eau - 1/2 cuillère à café de cannelle en poudre - 1/2 cuillère à café de vanille liquide - 1 moule rectangulaire de 30 à 45 cm ou 2 moules à tarte,"Préchauffer votre four à 150°C (thermostat 5). Dans une casserole, faire chauffer le lait avec l'eau, l'huile et le beurre. Laisser tiédir à feu doux en remuant. Pendant ce temps, mélanger le sucre, la farine, le cacao et la cannelle dans une terrine. Fouetter le mélange de la casserole, puis le verser au compte-goutte dans la terrine sans cesser de remuer. Battre l'oeuf entier avec la vanille et l'ajouter dans la terrine en mélangeant bien de façon à obtenir une pâte bien lisse et bien homogène. Verser le contenu de la terrine dans le moule et faire cuire 30 min à four chaud. Sortir le gâteau du four puis le démouler sur une grille et le réserver. Faire fondre le chocolat au bain-marie en mélangeant jusqu'à ce qu'il soit bien lisse, puis ajouter la crème sans cesser de remuer. Etaler ensuite le glaçage tiède sur le gâteau en lissant bien à l'aide d'une spatule. Laisser refroidir totalement le gâteau jusqu'à ce que le nappage durcisse avant de déguster. Pour alléger le gâteau, vous pouvez ajouter 1 cuillère à café de bicarbonate de soude dans la farine."
recette_22058.xml,Gâteau Emilie,Dessert,Très facile,Bon marché,- 100 g de beurre - 1 sachet de levure - 200 g de sucre - 4 sachets de sucre vanillé - 4 oeufs - 80 g de farine - 1 pincée de sel,Bien mélanger tous les ingrédients. Enfourner dans le four bien chaud et laisser cuire 35 min à 180°C. Ce gâteau est très caramélisé et délicieux.
recette_30681.xml,Pudding caramélisé,Dessert,Facile,Bon marché,- 50 cl de lait - 100 g de sucre - 1 sachet de sucre vanillé - 175 g de pain rassis - 3 oeufs - 3 cl de rhum ou autre alcool de votre choix - 50 g de raisins secs - Pour le caramel : - 60 g de sucre - 1 cuillère à soupe d'eau - le jus d'1/4 citron,"Mettre le lait, le sucre et le sucre vanillé à bouillir. Y faire tremper le pain, une fois refroidi. Passer le tout à la moulinette pour obtenir une pâte fine. Mettre les oeufs et les raisins imbibés de rhum. Remuer pour bien incorporer. Placer le mélange dans un moule à manqué beurré. Cuire à 200°C (thermostat 6) pendant 45 min. Faire le caramel en fondant le sucre dans l'eau et le citron. Attendre d'obtenir une couleur dorée sans mélanger mais en agitant de temps en temps la casserole pour vérifier la coloration. Servir démoulé et nappé de caramel."
recette_22258.xml,Gaufres sucrées ou salées,Dessert,Facile,Moyen,- 250 g de farine - 12 g de levure fraîche - 25 cl de lait - 2 oeufs - 50 g de beurre - 1 pincée de sel,"Délayer la levure dans un peu d'eau tiède. L'incorporer à la farine ainsi que les jaunes d'oeufs, le beurre fondu refroidi, le lait tiède et une pincée de sel. Ajouter éventuellement du sucre et un parfum (rhum, vanille...) si l'on veut les déguster sucrées. Laisser reposer la pâte 2 h à l'abris des courant d'air, dans un endroit tiède. Incorporer les 2 blancs battus en neige juste avant de faire cuire les gaufres dans le gaufrier bien chaud. Si l'on ne rajoute pas de sucre, on peut alors les garnir de jambon haché et fromage et les faire gratiner, c'est surprenant mais délicieux avec une salade verte !"
recette_38361.xml,Carré croquant au chocolat et aux fruits secs,Dessert,Très facile,Bon marché,"- 90 g de beurre fondu - 100 g de petit beurres émiettés - 285 g de pépites de chocolat noir - 70 g de noix de coco rapée - 140 g de fruits secs concassés (amandes, noisettes, noix...) - 1 boîte de 400 g de lait concentré sucré","Préchauffez le four à 160°C (thermostat 5-6). Beurrez un plat carré allant au four et tapissez-le de papier sulfurisé. Versez le beurre fondu dans le plat. Parsemez de biscuit émiettés, de pépites de chocolat, de noix de coco rapée et de fruits secs. Versez le lait concentré en filet. Mettre le plat au four pendant environ 30 min. Laissez le gâteau refroidir dans le plat avant de le découper."
recette_68106.xml,Pommes des jeunes mariés,Dessert,Très facile,Moyen,"- 2 pommes à cuire (style Canada) - 2 cuillères à soupe de miel de fleurs - 8 dragées au chocolat (de bonne qualité, la recette n'en sera que meilleure)","Préchauffer le four à 200°C (thermostat 6-7). Peler les pommes et les couper en 2. Oter les coeurs et les queues, disposer les pommes dans un plat à four en laissant les creux laissés par les coeurs sur le dessus. Casser les dragées en petits morceaux, et répartir les brissures dans les creux des pommes. Enfourner, laisser cuire 20 minutes. Ajouter le miel dans les creux, puis terminer la cuisson 10 à 20 min. Servir tiède."
recette_66075.xml,Gâteaux de figues (sans farine ni beurre),Dessert,Facile,Bon marché,- 250 g de figues séches - 250 g de noisettes - 250 g + 50 g de sucre glace - 8 blancs d'oeufs,"Préchauffer le four à 180°C (thermostat 6). Faire griller les noisettes au four, les râper ou les mixer. Hacher les figues finement. Battre les blancs d'oeufs en neige, y incorporer 250 g de sucre glace, mélanger avec les fruits. Verser dans un moule rectangulaire beurré et faire cuire en surveillant la cuisson. Découper en petits cubes et rouler dans le sucre glace restant. Déguster avec un thé en fin de repas ou en encas à 16 heures."
recette_61345.xml,Glace au nutella,Dessert,Très facile,Bon marché,"- 375 g de nutella - 6 blancs d'oeufs - 12,5 cl de lait",Faire fondre doucement le lait avec le nutella. Battre les blancs en neige puis les incorporer au lait et au nutella. Placer au congélateur.
